course_title,skills,job_role
API & Web Project Authentication with Azure Active Directory,,Backend Developer
Active Directory: Securing Active Directory Domain Services,,ML Engineer
Complete AWS Cloud Practitioner Certification CLF-C01,,Cloud Engineer
Electronic Repair: How to Test complex Electronic Components,,ML Engineer
AWS Certified Cloud Practitioner Practice Tests,,Cloud Engineer
Ethical Hacking with Burp Suite,,Frontend Developer
Metasploit: Hands-on Guide to Pentesting with Metasploit,,Frontend Developer
Structured Query Language (SQL) for Data Science,,Data Analyst
Complete Azure Web Apps (Paas) Course,,Cloud Engineer
The Fast Track Introduction to MySQL on RDS,,Data Analyst
Spring Professional Certification Practice Tests Module 01,,Backend Developer
Certified Information Security Manager 2018 - CISM,,Backend Developer
Oracle Apps R12 Purchasing Module Training,,ML Engineer
2022 Snowflake SnowPro Core Ultimate Quiz Collection,,Data Engineer
Tableau for Beginners - Getting Started in Tableau,,Data Analyst
MySQL Basics to Beyond: Understanding SQL For Beginners,,Data Analyst
Oracle Application R12 iProcurement Training,,ML Engineer
Google Cloud Professional Cloud Security Engineer Exam 2022,,Cloud Engineer
5G NR (New Radio) Technical Training-A Deep Dive,,ML Engineer
Certified Cloud Security Officer (CCSO),,Cloud Engineer
Prometheus And Grafana - Learn Monitoring & Alerting Today,,DevOps Engineer
Build your 1st Arduino IOT Project & Game : Arduino for Kids,,Frontend Developer
Alibaba Cloud Certified Professional (ACP) Sample Test,,Cloud Engineer
Hive in Depth Training and Interview Preparation course,,ML Engineer
Machine Learning & Deep Learning in 30hrs,,ML Engineer
Reducing AWS Costs - Learn to slash your AWS bill!,,Cloud Engineer
QuickBooks Desktop vs Sage 50cloud Accounting 2020,,Frontend Developer
AWS Certified Solutions Architect Associate Prep Guide,,Frontend Developer
Ubuntu Linux Command Line use in bioinformatics for beginner,,Backend Developer
SAA-C02 Amazon AWS Certified Solutions Architect - Associate,,Cloud Engineer
Learning Python Web Penetration Testing,,Cybersecurity Analyst
Transition from Excel to Power BI - Your 1st Step to PowerBI,,Data Analyst
AWS Solutions Architect Associate Practice Exams 2021,,Cloud Engineer
Power BI Interview Questions and Answers,,Data Analyst
Amazon Redshift Basics Guide,,Data Engineer
Understanding Key DAX functions in POWER BI,,Data Analyst
Master Cloud Security on Microsoft AZURE,,Cloud Engineer
Ultimate Terraform Bootcamp by School of Devops®,,Backend Developer
Hands-On Linux System Administration,,Frontend Developer
1Z0-1046-20: Oracle Global Human Resources Cloud 2020,,Cloud Engineer
Data Engineering with Google BigQuery & Google Cloud,,Data Engineer
AWS Virtual Private Cloud (VPC) - Hands On Learning!,,Cloud Engineer
Quick insights into Tableau Server,,Data Analyst
Exam 70-480 : Programming in HTML5 with JavaScript and CSS3,,ML Engineer
SDL Trados 2022 Training in Translation & Localization,,ML Engineer
CompTIA Cloud Essentials Cert Exam Prep CL0-002,,Cloud Engineer
SAP CO Report Painter,,ML Engineer
How to Build a Minecraft Server,,Backend Developer
Probability / Stats: The Foundations of Machine Learning,,ML Engineer
"Visual Studio Code 2022:for Python, Typescript, Git, Go more",,Frontend Developer
Blockchain in Healthcare: The Complete Guide (2022),,ML Engineer
Oracle Forms,,Backend Developer
Data Loss Prevention (DLP) in the modern Enterprise!,,Data Analyst
Security+ Certification – Network Security Domain,,ML Engineer
"Red Hat Enterprise Linux RHEL 9, RHCSA and RHCE",,Frontend Developer
Web API Interview Questions and Answers,,Backend Developer
Cisco SD-WAN online Training with Lab & Cloud Integration,,ML Engineer
Windows Azure with Powershell,,Cloud Engineer
AWS Certified DevOps Engineer Professional Prep Course,,Cloud Engineer
LDO Circuit Design and Analysis: An Intuitive Approach,,Frontend Developer
"Host WordPress 5 sites,  Linux LAMP Stack  and AWS Lightsail",,ML Engineer
Oracle performance views (VDOLLAR Views),,Backend Developer
6x Salesforce Sales Cloud Consultant Practice Exams - 2022,,Cloud Engineer
AWS Devops Bootcamp by School of Devops®,,Cloud Engineer
Advanced Ethical Hacking: Network & Web PenTesting - Part I,,Cybersecurity Analyst
Java SE Programmer II (1Z0-816) - Practice Test,,Backend Developer
SQL Programming for Data Analysis and Software Development,,Data Analyst
300+ Questions: Mastering the IOS Technical Interview,,Mobile App Developer
Containerization with Docker by Example,,ML Engineer
Azure App Services for Developers,,Cloud Engineer
COMPLETE- AWS Solutions Architect Certification SAA-C03,,Cloud Engineer
Web Security: OWASP Top 10 for APIs,,Backend Developer
Introduction to Business Analysis and Process Modeling,,Data Analyst
"Spring Boot Data JPA, Entity Mappings",,Backend Developer
ISO 27701 - Privacy and Information Security,,Backend Developer
Oracle Financial Reporting Studio + Oracle SmartView Bundle,,Data Analyst
"Develop Secure API Using AWS Lambda, Aurora Serverless MySql",,Data Analyst
AZ-900 | Azure Fundamentals | Final Countdown,,Cloud Engineer
Plotting with Seaborn for Beginners in Data Science,,Data Scientist
Fast Track AWS Serverless for Developers,,Backend Developer
Ethical Hacking: Man in the Middle Attacks Basic to Advance,,Cybersecurity Analyst
Windows Server with PowerShell: Basics,,Backend Developer
"3 Kubernetes Certifications - CKA, CKAD & CKS Crash Course",,Cloud Engineer
VitalPBX Complete Training Course - Asterisk PBX Solution,,ML Engineer
Terraform with Ansible : Infra Deployment and Automation,,Backend Developer
Vertica Database 9.2.1 and MC Installation on CentOS Linux,,Frontend Developer
LPIC-1: Linux Administrator 101 & 102 - 2022 | 1000+ QA PDF,,Frontend Developer
Informatica Active VOS Designer,,Backend Developer
Terraform for Google Cloud: Learn Infrastructure as Code,,Backend Developer
"Python Regular Expressions: Zero to Hero, Project-based!",,Backend Developer
Oracle 19c Database Installation on Linux,,Frontend Developer
Build and Deploy AWS VPC Networking- Virtual Private Cloud,,Frontend Developer
Microsoft Azure Fundamentals (AZ-900) - Practice Tests 2023,,Cloud Engineer
REST API & HTTP Callouts,,Backend Developer
Complete Cyber Security Course: Beginner's Guide,,Frontend Developer
Linux Socket Programming Hands On - Zero to Hero,,Frontend Developer
Network Security with Hands on LABs,,Cybersecurity Analyst
Spotify REST API Project With Python,,Backend Developer
Web App Optimization with JavaScript,,Backend Developer
"Windows Server with PowerShell: Active Directory, DNS",,Backend Developer
Hacking and Securing Kubernetes Clusters,,Cloud Engineer
Apache Ranger : Fine-Grained Access Control,,ML Engineer
CCNP Enterprise: ENARSI 300-410 Training Part-1/2,,ML Engineer
"STEP BY STEP .NET MVC 5 with EF,WebApi, Generic Repo & DI",,Backend Developer
Practice Exams | Flutter Certified Application Developer,,Mobile App Developer
Microsoft Azure Security Technologies - AZ-500 Course,,Cloud Engineer
TCP/IP & OSI Models for Beginners,,Data Analyst
Build No-Code Software Solutions with Microsoft Dynamics 365,,Frontend Developer
Salesforce Trailhead 2021 - Developer Beginner,,ML Engineer
SQL Made Easy for Beginners,,Data Analyst
AWS Certified Cloud Practitioner| CLF-C01 Practice Exam 2022,,Cloud Engineer
How to Build a Computer. A Complete Guide for Beginners.,,Frontend Developer
"Linux, Unix essentials and introduction to shell scripting",,Frontend Developer
Arduino for Beginners with Grove,,Frontend Developer
AWS Certified Cloud Practitioner Course + Practice Test,,Cloud Engineer
Getting Started With Amazon CloudWatch,,Cloud Engineer
Demystifying Artificial Intelligence and Machine Learning TM,,ML Engineer
Autonomous Car:Deep Learning & Computer Vision for Beginners,,ML Engineer
Threat Detection in an Enterprise,,Cybersecurity Analyst
Introduction to Data (with Power BI),,Data Analyst
Microsoft AZ-900: Microsoft Azure Fundamentals Prep Test,,Cloud Engineer
Javascript Everything about Modular Programming,,Backend Developer
Rapid Paper Prototyping iOS / Android Mobile Apps,,Backend Developer
CCA175 Exam Prep Qs pt B (With Spark 2.4 Hadoop Cluster VM),,Data Engineer
How to Buy Electronic Components Online,,Frontend Developer
'Must' have 'Formula' for 'Cloud Solution Architect',,Backend Developer
Ethical Hacking Beginners Course In Hindi,,Cybersecurity Analyst
AZURE SQL DBA Complete Crash Course (Part1),,Data Analyst
Real World Tableau for Busy Professionals,,Data Analyst
MB-800:Microsoft Dynamics365Business Central Functional,,Cloud Engineer
Spring Boot 3 + RabbitMQ Course - The Practical Guide,,Backend Developer
Get Started ~ Talend/Big Data/GCP BigQuery & Data Studio,,Data Engineer
Scrum Training + Scrum Certification Prepar + Jira,,ML Engineer
OdooERP Functional Training 2023 from Beginner to Expert,,ML Engineer
SQL Server 2019 : Administration SQL Server Part 1,,Data Analyst
Azure Application Gateway Deep Dive,,Cloud Engineer
"Microsoft Excel  ""Create Grade Book &Attendance Sheets""",,Data Analyst
DevOps: DevOps in the Real World: 3-in-1,,DevOps Engineer
Getting started with Data Acquisition and LabJack,,Frontend Developer
Maximo Configurations - Practical Guide,,Frontend Developer
Your First Backend API and Database with NodeJS and AWS,,Backend Developer
Golden test framework with Java/Selenium/TestNG/Maven/Log4j2,,Backend Developer
AZ-220: Microsoft Azure IoT Developer Practice Test Original,,Cloud Engineer
AWS-SysOps Administrator Exam 2022,,Cloud Engineer
Understanding 5G Network Security,,Cybersecurity Analyst
Ethical Hacking: Exploit Linux Server,,Backend Developer
Get your JAVA dream job! Collection Interview Questions,,Backend Developer
Laptop repairing: Motherboard crash course for beginners,,ML Engineer
Creating a Google COVID-19 Mobility Dashboard in Tableau,,Data Analyst
SQLite Made Easy,,Data Analyst
Amazon Alexa - Learn to Build Flash Briefings From Scratch,,Frontend Developer
Apache Kafka for developers,,Data Engineer
Oracle EBS Advance Pricing (R12) Training -Part 1,,ML Engineer
Understand Largest Ethereum Blockchain Hacking  The DAO Hack,,ML Engineer
AZ-900 Microsoft Azure Fundamentals Original Practice Tests,,Cloud Engineer
Windows 11 Essential Training - Basics to Advance Level,,ML Engineer
The Joy of Bootstrap-- Build awesome web pages the easy way ,,Frontend Developer
Information Technology (IT) General Controls,,Backend Developer
Master Microsoft Playwright with Core Java(Basics + Advance),,Backend Developer
Complete Ethical Hacking Course With ParrotOS 2022,,Cybersecurity Analyst
Data Science in Action using Python,,Data Scientist
reverse engineering and exploit development in linux(x64),,Frontend Developer
Cisco IOS-XR Zero to Hero Course,,Mobile App Developer
Java Interview Questions,,Backend Developer
TDD in 3 Hours : Test Driven Development Complete Guide,,Frontend Developer
AZ-801 Configuring Windows Server Hybrid Advanced Services,,Backend Developer
6 Practice Tests AWS Certified Cloud Practitioner Exam 2023,,Cloud Engineer
AWS Certified Developer Associate - Practical Guide [15H],,Frontend Developer
Install your personal SAP HANA on Azure,,Cloud Engineer
Machine learning - OpenCV based IOT using Raspberry pi,,ML Engineer
iPhone 6 Screen Repair,,ML Engineer
Oracle SQL 1Z0-071 Certification - Full exam preparation,,Data Analyst
Android App Hacking - Black Belt Edition,,Mobile App Developer
High Availability Setup with Heartbeat and Floating IP,,ML Engineer
Kali Linux Quick Start Guide - Learn Kali Linux Fundamentals,,Frontend Developer
Lets build a signup and login system using PHP - Project.,,Backend Developer
Blockchain Use Case : Supply Chain Management,,ML Engineer
Spring Boot Actuator - Build an Admin Dashboard,,Backend Developer
[NEW] AWS Certified Cloud Practitioner 2020:  6 full exams,,Cloud Engineer
The Ultimate Scrum Master Guide,,Frontend Developer
Ethical Hacking: File Inclusion,,Cybersecurity Analyst
[New] Nuage SD-WAN lab installation in GNS3 step by step,,Cloud Engineer
CCA 175  Spark Practice Tests & Cluster Setup - [Python],,Data Engineer
The DevOps Way - A School for Mastering DevOps,,DevOps Engineer
Business Intelligence (BI) - Developing SQL Data Models,,Data Analyst
Angular HTTP Communication,,Frontend Developer
AWS Introduction,,Cloud Engineer
Mac Hardware Troubleshooting and Quick Fixes by yourself.,,Frontend Developer
Best Netsuite Course for Novices and Professionals,,Frontend Developer
Implementing Multi-Factor Authentication,,Backend Developer
"Linux bash shell scripting Incl. AWK, SED and 10+ projects",,Frontend Developer
Arduino Weather Station: Step By Step Guide,,Frontend Developer
Azure IaaS V2 (ARM) Quick Start,,Frontend Developer
AWS Cloud Practitioner CLF-C01 MOCK EXAM 2021,,Cloud Engineer
The Ubuntu Linux Desktop User Guide,,Frontend Developer
Azure for SAP Workloads AZ-120 Practice Tests 2023,,Cloud Engineer
Master JDBC Servlet JSP Spring | Learn Advance Java Basics,,Backend Developer
Learn Ethical Hacking Using Kali Linux Red Team Tactics,,Frontend Developer
"DevOps Kubernetes Deployment with Ingress, DNS and SSL TLS",,Cloud Engineer
(Supply-Chain) Risk Management according to ISO/IEC27036,,ML Engineer
Laptop Motherboard components with schematic analysis course,,Frontend Developer
Machine Learning in C++,,ML Engineer
Tableau for Beginners - A Course to Accelerate Your Career,,Data Analyst
Google Cloud Platform Professional Cloud Developer Bootcamp,,Backend Developer
Practice Exams | Microsoft Azure Exam AZ-120 SAP,,Cloud Engineer
AI-100 Designing and Implementing an Azure AI Exam Q&A,,ML Engineer
Angular: From Beginner to Advanced,,Frontend Developer
Microsoft Azure Exam AZ-100 Video Course,,Cloud Engineer
Ethical Hacking with JavaScript,,Backend Developer
Get Job as Java SpringBoot Developer in IT industry,,Backend Developer
"Installation, repair and maintenance of full Windows",,ML Engineer
Ultimate AI-900: Microsoft Azure AI Fundamentals 2022,,ML Engineer
Complete HTML and CSS Course 2022 (Beginner to Advanced),,ML Engineer
LPI Linux Essentials 010-160 Certification Exam Practice,,Frontend Developer
Google Professional Cloud Security Engineer Practice Exams,,Cloud Engineer
Ethical Hacking: Hack Linux Systems,,Frontend Developer
Ultimate AWS Certified Developer Associate Examination 2023™,,Cloud Engineer
Introduction to Cybersecurity - For Software Developers,,Cybersecurity Analyst
Microsoft Azure AZ400-Exam Simulator (DevOps Solutions) Exam,,Cloud Engineer
Microsoft Excel - The Ultimate Excel Course from ZandaX,,Data Analyst
Google Cloud Professional Data Engineer Certification Test,,Data Engineer
Why do We need Blockchain Technology NOW,,ML Engineer
Oracle Apps Manufacturing Training |Oracle EBS Manufacturing,,ML Engineer
A fast guide to Master Burp Suite for Bug Bounty & PenTests!,,Frontend Developer
A beginner's guide to the concepts of RTOS,,Frontend Developer
Crazy about Arduino: Your End-to-End Workshop - Level 2,,Frontend Developer
Introduction to Kubernetes - Run Docker Containers at Scale,,ML Engineer
Fundamentals/Basics in Quote to Cash (Q2C) in the Cloud: SCM,,Cloud Engineer
Quorum Blockchain For Professionals,,ML Engineer
Information Security Risk Management (ISO 27005),,Backend Developer
[NEW] AZ-400 Designing & Implementing Azure DevOps Exam 2023,,Cloud Engineer
Learn InertiaJs using Laravel and Vue,,Frontend Developer
Apache Airflow 2.0 : Complete Distributed Configuration,,ML Engineer
Oracle Recruiting Cloud 2021 - Exam Number: 1Z0-1069-21,,Frontend Developer
Cloud Security Architecture - A practical approach,,Cloud Engineer
"Complete Cyber Security, Ethical Hacking - Nano Degree",,Cybersecurity Analyst
CCSP and Azure Data Protection Bundle,,Cloud Engineer
2018 Angular Interview Questions,,Frontend Developer
Data Science With Python!,,Data Scientist
Implementing Azure Cognitive Services with QnA Maker,,Cloud Engineer
Oracle Cloud Infrastructure Architect Professional (1Z0-997),,Cloud Engineer
Selenium-Java-Dedicated Course for Advanced Framework,,Backend Developer
Microsoft AZ-900 Azure Fundamentals Mock Exam + Explanations,,Cloud Engineer
Practice Tests - DP-900: Azure Data Fundamentals - Latest,,Cloud Engineer
Accelerated Clash Coordination and MEP Modeling with Dynamo,,Data Analyst
Mastering Windows Server 2019,,Backend Developer
Learn Restful webservices/API testing with real time project,,Backend Developer
IT Basics for Recruiter and Interview Questions and Answers,,Frontend Developer
Scrivener 3 For Mac Unleashed - Learn Scrivener 3 Quickly,,Frontend Developer
CompTIA Linux+ XK0-005 Practice Exams: Get Linux Certified!,,Frontend Developer
MCPA-Mulesoft Certified Platform Architect-Practice Tests,,Backend Developer
Docker for Beginners,,DevOps Engineer
N-Tier Architecture .NET Core 3.1 Web API,,Backend Developer
"DevOps: Configuration Management, CI/CD, Monitoring-Security",,DevOps Engineer
Masterclass to Build Power BI Dashboard with Case Study,,Data Analyst
Art of Making Real-Word Ransomware in Java and Defense!,,Backend Developer
Beginners Guide to Cloud Computing,,Frontend Developer
Ethical Hacking and Networks Security,,Cybersecurity Analyst
kali linux installation in vmware 2021,,Frontend Developer
Scrum with User Experience PSU I Certification Exam Prep,,UI/UX Designer
Become an Excel VBA Troubleshooter: Save Time and Earn More,,Data Analyst
JavaScript Real-time Programming with socket io-Chatroom,,Backend Developer
UiPath RPA Advanced Certification Diploma,,Frontend Developer
Becoming a Production MySQL DBA,,Data Analyst
AWS Lambda & API Gateway Training Course,,ML Engineer
ISO 21434 Automotive Cybersecurity Standards,,Cybersecurity Analyst
Learn Rest API Testing using Robot Framework,,Backend Developer
TryHackMe- Fun Way to Learn Ethical Hacking & Cyber Security,,Cybersecurity Analyst
2023 Microsoft Azure Data Fundamentals DP 900 Practice Tests,,Cloud Engineer
Blockchain and Cyber Security,,ML Engineer
Welcome to Mac - a Quick Start Guide to macOS High Sierra,,Frontend Developer
1Z0-1057-22: Oracle PPM Cloud 2022 Implementation Essentials,,Cloud Engineer
"ELASTIC 8: Monitoring with Elasticsearch, Kibana, Beats, APM",,DevOps Engineer
Learn Networking Services on AWS and Microsoft Azure,,Cloud Engineer
Pardot Online Training Course + Certification Exam Prep,,ML Engineer
Master OS X Yosemite Server Quickly and Easily,,Backend Developer
Cryptography Basics From Scratch in Python,,Cybersecurity Analyst
PL-900 Power Platform Fundamentals Practice Tests,,Backend Developer
Text Analytics and Natural Language Processing (NLP) with R,,Data Analyst
Learn Hibernate Java Framework the Easy way!,,Backend Developer
iPhone Motherboard Repair Foudation Course,,ML Engineer
AZ-900/AZ-104: Microsoft Azure Practice Tests,,Cloud Engineer
CCSK v4.0 preparation course -Section2/2Cloud Operations,,Cloud Engineer
Managing Modern Desktops (MD-101) Practice Test,,Data Analyst
UiPath Advanced RPA Developer Certificate Practice Questions,,Frontend Developer
Arduino Alarm Clock Using a Real Time Clock and LCD Screen,,Frontend Developer
Easy Road Map to Big Data Testing (Hive and MySQL Databases),,Data Analyst
PL-100: Power Platform App Maker: Prep Test,,Backend Developer
Microsoft 70-413: Designing and Implementing a Server Inf...,,Backend Developer
Selfhosted Nextcloud - easy step by step guide,,Frontend Developer
Trados Studio 2021 Training - Intermediate Level,,ML Engineer
The Power BI Masterclass - Additional Tips and Tricks,,Data Analyst
Build Enterprise Bots Using AWS Lex,,Frontend Developer
Arduino  Step By Step: Beginners Complete Guide,,Frontend Developer
Arduino Automatic Medicine Reminder,,Frontend Developer
Network Programming with Java Sockets,,Backend Developer
Learning Path: Microsoft Azure: Cloud Computing and Storage,,Cloud Engineer
AWS Certified SysOps Administrator Associate  - Hands On,,Cloud Engineer
AI-900 : Microsoft Azure AI Fundamentals Exam Practice Test,,ML Engineer
CompTIA Cloud+ (CV0-002) Practice test,,Cloud Engineer
Complete Ab Initio Detailed Training with scenarios.,,ML Engineer
AWS Certified Solutions Architect Associate Exam - Mock Test,,Cloud Engineer
Oracle 1Z0-144 Database 11g Program PL/SQL Certification,,Data Analyst
CISSP Quick Reference (for all 8 Domains),,ML Engineer
Cisco DevNet Associate DEVASC 200-901 Certification Guide,,Frontend Developer
Practice Exams | Microsoft Azure AI-900,,ML Engineer
Become the Perfect Front End Developer with HTML5/CSS3/JS,,ML Engineer
Absolute Beginner's Guide and Tips for Cyber Security,,Frontend Developer
Security+ Certification - Operational Security Domain,,ML Engineer
6 Practice Exams | AWS Certified Cloud Practitioner 2022,,Cloud Engineer
6 Practice Exams | AWS Certified Developer Associate [2022],,Cloud Engineer
Arduino Communication with I2C Protocol,,Frontend Developer
Python Django - The Full Stack Guide,,Backend Developer
Oracle Apps R12 HRMS Training Online | Oracle HRMS Tutorial,,ML Engineer
Hardening Ubuntu Server,,Backend Developer
CISA Certified Information System Auditor -  Training,,ML Engineer
"Windows 10 Installing,Configuring,Protecting,Maintaining",,ML Engineer
Embedded Firmware Interview Questions & Detailed explanation,,ML Engineer
Data Science using Machine Learning Algorithm with Big Data,,ML Engineer
Power BI Masterclass - the next level,,Data Analyst
Ethical Hacking Essential Training,,ML Engineer
Manage Multiple Palo Alto Netorks Firewalls with Panorama,,Cybersecurity Analyst
Check Point Firewalls Troubleshooting Expert Course (CCTE),,Cybersecurity Analyst
AWS Certified Developer - Associate Exam 2022,,Cloud Engineer
Mastering Azure Devops CI/CD Pipelines with YAML,,ML Engineer
HTML QUIZ FOR EXAM,,ML Engineer
"Design, Implement and Deploy Kubernetes Cluster from Scratch",,Cloud Engineer
IP Office Server Advanced,,Backend Developer
Terraform for AWS by Examples,,Backend Developer
How to use ChatGPT and Generative AI to help create content,,ML Engineer
SQL Server Administration on Linux Basics,,Data Analyst
Build and craft Virtual Reality experiences - BEST SELLING,,Frontend Developer
Certified Penetration Testing Engineer (CPTE),,Cybersecurity Analyst
AI-900: Azure AI Fundamentals + 2 Practice Tests (Nov 2022),,ML Engineer
Certified Professional in PHP Language - Practice Test,,Backend Developer
Databricks Apache Spark and Cloudera Hadoop Practice Exams,,Data Engineer
Google Cloud Platform,,Backend Developer
Hands-on: Ethical Hacking using Kali Linux - Noob to Pro,,Frontend Developer
Hands On: Azure Sentinel Cloud SIEM & SOAR,,Cloud Engineer
Learn Arduino Programming,,Frontend Developer
Adobe Photoshop Export Basics Guide,,Frontend Developer
Data pre-processing for Machine Learning in Python,,ML Engineer
GCP Data Engineer 2022 (New Exam pattern) - Practice Test,,Data Engineer
SOLID Principles using JAVA,,Backend Developer
Google Analytics For Beginners Practice Test  2021,,Data Analyst
Build 9 PIC Microcontroller Engineering projects today!,,Frontend Developer
SQL Server : The complete course about BACKUP and RESTORE.,,Data Analyst
1z0-1052-21 Oracle Talent Management Cloud 2021 1z0-1052,,Cloud Engineer
Hands on bioinformatics analysis from genomics to proteomics,,Backend Developer
A Hacker's Guide to Internet Safety and Cybersecurity,,Frontend Developer
NodeJS made easy for MEAN or MERN Stack,,Backend Developer
Salesforce Marketing Cloud Administrator Practice Test,,Cloud Engineer
Build a high availability cluster with PROXMOX and CEPH,,ML Engineer
JCL Course: The Ultimate Guide to Job Control Language.,,Frontend Developer
Amazon Web Services - AWS Real Life Example and Practice,,Cloud Engineer
Video streaming workflows and AWS Cloud,,Cloud Engineer
Code Like a Pro: Create a NEWS website with PHP in 2023,,Backend Developer
"HTML for QA Testers (DevTools, Accessibility, XPath)",,ML Engineer
CyberSecurity Awareness Training - Don't Get Hacked,,ML Engineer
Tableau Desktop Certified Associate - Practice Tests 2021,,Data Analyst
Real time Issue in Kubernetes | 20+ Live Troubleshooting,,Cloud Engineer
Servlet Basics Guide,,Frontend Developer
How to Visualize Data with JavaScript,,Backend Developer
The Ultimate Guide to General Accounting in NetSuite,,Frontend Developer
Practice Tests | DP-900 Microsoft Azure Data Fundamentals,,Cloud Engineer
A Guide to Django ORM | Master the Art of Querying Database,,Backend Developer
2017 - How to Stay Anonymous Online - VPN TOR Mobile Email,,ML Engineer
A - Z Guide to Linux System Administration!: 3-in-1,,Frontend Developer
Learn Big Data from Scratch (Advance Hadoop + Unix Commands),,Data Engineer
"The Complete Ethical Hacking, Pen Testing : System Security",,Cybersecurity Analyst
Program Arduino Wirelessly via Mobile or Laptop,,Frontend Developer
Ethereum and Solidity: Build Dapp with VueJS,,Frontend Developer
Mastering Linux Security and Hardening,,Frontend Developer
PL-200: Power Platform Functional Consultant -Practice Tests,,Backend Developer
Manage And Secure Your DNS In The Cloud With AWS Route 53,,Cloud Engineer
Getting Started as a Salesforce Marketing Cloud Admin,,Cloud Engineer
Transcription 101: Google Speech to Text API with Python,,Backend Developer
AWS Cloud Practitioner Exam Preparation Course,,Cloud Engineer
Docker everything you need to know in under an hour 2021!,,DevOps Engineer
Certified Professional in Data Science - Practice Test,,Data Scientist
"Learn Big Data Testing with Spark, Scala and MongoDB",,Data Engineer
API Blueprint - Design API Specs & Create Docs in Seconds,,Backend Developer
"Clinical Decision Support in Healthcare, Plain & Simple",,ML Engineer
Angular for Beginners,,Frontend Developer
"Skaffold - Fast, Simple Local Kubernetes Development",,Cloud Engineer
Hashicorp Certified Terraform Associate Course and Test 2022,,Backend Developer
PySpark Foundation for  Data Analysis | Beginners,,Data Engineer
Cybersecurity For Beginners: MAC & IP Addressing,,Cybersecurity Analyst
Linkerd - Service mesh for Kubernetes - 2022,,Cloud Engineer
Master The Coding Interview Questions 2020 in Java & Python,,Backend Developer
Angular - Basic to Professional,,Frontend Developer
Build your first Microservices application using Go and gRPC,,Backend Developer
Fundamentals of Digital Transformation & Customer Experiance,,Backend Developer
"C_BW4HANA_27 | SAP Reporting, Modeling Data Acquisition Exam",,Data Analyst
Introduction to Cloud Data Analytics with Google BigQuery,,Data Analyst
Building Ethical Hacking Python Tools From Scratch,,Frontend Developer
SQL Fundamentals for Data Analysts,,Data Analyst
Google Cloud Certified Associate Cloud Engineer - GCP (ACE),,Cloud Engineer
DP - 200: Implementing an Azure Data Solution Updated 2020,,Cloud Engineer
Spring Boot and Angular: Build your blog (from ZERO to HERO),,Backend Developer
1Z0-1074-21: Oracle Cost Management Cloud 2021,,Cloud Engineer
[NEW] Practice Sets | AZ-104: Azure Administrator Exam 2023,,Cloud Engineer
Create a Neural Network in Java,,Backend Developer
The Best Way to Format a Computer,,Backend Developer
Yocto Zero to Hero - Building embedded Linux,,Frontend Developer
Be a Expert in computer Hardware and Software Maintenance,,ML Engineer
Marketing Cloud Personalization Accredited Practice Tests,,Cloud Engineer
Corda for Professionals : The Ultimate guide to learn Corda,,Frontend Developer
Introduction To Azure Synapse Analytics,,Data Analyst
"Learn EOS Blockchain Smart Contracts & DApps with C++, EOSJS",,ML Engineer
Java Lambda Expressions: Learn How To Use Lambda Expressions,,Backend Developer
Building A Ticketmaster Clone With No-Code Using Bubble,,Frontend Developer
Informatica Intelligent Cloud Service - IICS - Practice Test,,Backend Developer
Intellij IDE Productivity and Debugging Techniques with Java,,Backend Developer
The Basics of DAO (Autonomous Organization) in Blockchain,,ML Engineer
AngularJS: Write It Like A Pro,,Frontend Developer
Modelling 3D Printable Screw Threads in Solidworks CAD,,Data Analyst
Java SE11 Programmer 1 (1Z0-815) - Practice Tests,,Backend Developer
Microsoft Azure AZ-104-Exam Simulator (Azure Administrator),,Cloud Engineer
Cisco Routing & Switching (CCNA & CCNP Equivalent),,Frontend Developer
VPN Business In A Box - Launch Your Own VPN APP + Servers,,Backend Developer
Oracle WMS Cloud Complete Video Tutorial,,Cloud Engineer
Microsoft 70-332: Advanced Solutions of SharePoint Server...,,Backend Developer
Hack into SAS Base Performance-base Certification,,Backend Developer
An Abridged Introduction to Dynamic SQL,,Data Analyst
VoIP Training for Business Professionals,,ML Engineer
AWS Cloud Practioner Certification Guide for Beginners,,Frontend Developer
Learn Arduino Programming with Applications - All In One,,Frontend Developer
"prerequisites to learn cloud computing (AWS, Azure & Google)",,Frontend Developer
A Beginners guide to QGIS Software,,Frontend Developer
ManageEngine OPManager Plus Network Monitoring course & Lab,,DevOps Engineer
Practical NodeMCU-ESP32 IoT Course with Applications,,Backend Developer
Cryptography in Cyber Security with Python,,Cybersecurity Analyst
Learn How To Deploy Node.Js App on Google Compute Engine,,Backend Developer
Gatling Fundamentals for Stress Testing APIs - Java - 2022,,Backend Developer
ESP32 Web Server,,Backend Developer
AI-900 Mock Tests,,ML Engineer
"Technology Adoption Lifecycle, Plain & Simple",,ML Engineer
Docker Certified Associate Exam Prep Course,,DevOps Engineer
Agile Scrum Master: Use Scrum to Build a Real World Project!,,Frontend Developer
AZ-900 : Microsoft Azure Fundamentals Practice Tests Feb2023,,Cloud Engineer
Microsoft 70-462: Administering SQL Server 2012 Databases,,Data Analyst
Wireshark:  A Comprehensive Guide to Network Analysis,,Frontend Developer
Part 3 | MS Dynamics365-Finance & Operations-MB300|330 |310,,Cloud Engineer
Practice Exam AZ-900: Microsoft Azure Fundamentals,,Cloud Engineer
Complete AWS Big Data and Analytics Certification,,Data Analyst
